Mapping_Id,Item_Id,Accessory_Id,Created_By,Created_At,Active
147,21,18,admin@admin.com,2/5/2026 10:45:45,TRUE
148,22,18,admin@admin.com,2/5/2026 10:45:45,TRUE
149,23,18,admin@admin.com,2/5/2026 10:45:45,TRUE
150,31,18,admin@admin.com,2/5/2026 10:45:45,TRUE
151,35,18,admin@admin.com,2/5/2026 10:45:45,TRUE
152,37,18,admin@admin.com,2/5/2026 10:45:45,TRUE
153,38,18,admin@admin.com,2/5/2026 10:45:45,TRUE
154,39,18,admin@admin.com,2/5/2026 10:45:45,TRUE
155,40,18,admin@admin.com,2/5/2026 10:45:45,TRUE
156,42,18,admin@admin.com,2/5/2026 10:45:45,TRUE
157,45,18,admin@admin.com,2/5/2026 10:45:45,TRUE
158,1,20,admin@admin.com,2/5/2026 10:50:08,TRUE
159,2,20,admin@admin.com,2/5/2026 10:50:08,TRUE
160,3,20,admin@admin.com,2/5/2026 10:50:08,TRUE
161,4,20,admin@admin.com,2/5/2026 10:50:08,TRUE
162,5,20,admin@admin.com,2/5/2026 10:50:08,TRUE
163,7,20,admin@admin.com,2/5/2026 10:50:08,TRUE
164,8,20,admin@admin.com,2/5/2026 10:50:08,TRUE
165,9,20,admin@admin.com,2/5/2026 10:50:08,TRUE
166,11,20,admin@admin.com,2/5/2026 10:50:08,TRUE
167,12,20,admin@admin.com,2/5/2026 10:50:08,TRUE
168,15,20,admin@admin.com,2/5/2026 10:50:08,TRUE
169,23,20,admin@admin.com,2/5/2026 10:50:08,TRUE
170,31,20,admin@admin.com,2/5/2026 10:50:08,TRUE
171,35,20,admin@admin.com,2/5/2026 10:50:08,TRUE
172,37,20,admin@admin.com,2/5/2026 10:50:08,TRUE
173,38,20,admin@admin.com,2/5/2026 10:50:08,TRUE
174,39,20,admin@admin.com,2/5/2026 10:50:08,TRUE
175,40,20,admin@admin.com,2/5/2026 10:50:08,TRUE
176,41,20,admin@admin.com,2/5/2026 10:50:08,TRUE
177,42,20,admin@admin.com,2/5/2026 10:50:08,TRUE
178,43,20,admin@admin.com,2/5/2026 10:50:08,TRUE
179,44,20,admin@admin.com,2/5/2026 10:50:08,TRUE
180,45,20,admin@admin.com,2/5/2026 10:50:08,TRUE
181,46,20,admin@admin.com,2/5/2026 10:50:08,TRUE
182,47,20,admin@admin.com,2/5/2026 10:50:08,TRUE
198,1,22,admin@admin.com,2/5/2026 10:54:58,TRUE
199,2,22,admin@admin.com,2/5/2026 10:54:58,TRUE
200,3,22,admin@admin.com,2/5/2026 10:54:58,TRUE
201,4,22,admin@admin.com,2/5/2026 10:54:58,TRUE
202,5,22,admin@admin.com,2/5/2026 10:54:58,TRUE
203,7,22,admin@admin.com,2/5/2026 10:54:58,TRUE
204,8,22,admin@admin.com,2/5/2026 10:54:58,TRUE
205,9,22,admin@admin.com,2/5/2026 10:54:58,TRUE
206,11,22,admin@admin.com,2/5/2026 10:54:58,TRUE
207,12,22,admin@admin.com,2/5/2026 10:54:58,TRUE
208,15,22,admin@admin.com,2/5/2026 10:54:58,TRUE
209,18,22,admin@admin.com,2/5/2026 10:54:58,TRUE
210,19,22,admin@admin.com,2/5/2026 10:54:58,TRUE
211,21,22,admin@admin.com,2/5/2026 10:54:58,TRUE
212,22,22,admin@admin.com,2/5/2026 10:54:58,TRUE
213,23,22,admin@admin.com,2/5/2026 10:54:58,TRUE
214,25,22,admin@admin.com,2/5/2026 10:54:58,TRUE
215,26,22,admin@admin.com,2/5/2026 10:54:58,TRUE
216,27,22,admin@admin.com,2/5/2026 10:54:58,TRUE
217,28,22,admin@admin.com,2/5/2026 10:54:58,TRUE
218,31,22,admin@admin.com,2/5/2026 10:54:58,TRUE
219,33,22,admin@admin.com,2/5/2026 10:54:58,TRUE
220,34,22,admin@admin.com,2/5/2026 10:54:58,TRUE
221,35,22,admin@admin.com,2/5/2026 10:54:58,TRUE
222,36,22,admin@admin.com,2/5/2026 10:54:58,TRUE
223,47,22,admin@admin.com,2/5/2026 10:54:58,TRUE
225,3,34,admin@admin.com,2/5/2026 11:05:30,TRUE
226,8,34,admin@admin.com,2/5/2026 11:05:30,TRUE
227,9,34,admin@admin.com,2/5/2026 11:05:30,TRUE
228,11,34,admin@admin.com,2/5/2026 11:05:30,TRUE
229,15,34,admin@admin.com,2/5/2026 11:05:30,TRUE
230,23,34,admin@admin.com,2/5/2026 11:05:30,TRUE
231,31,34,admin@admin.com,2/5/2026 11:05:30,TRUE
232,47,34,admin@admin.com,2/5/2026 11:05:30,TRUE
233,13,21,admin@admin.com,2/5/2026 11:08:46,TRUE
234,18,24,admin@admin.com,2/5/2026 11:09:28,TRUE
235,19,24,admin@admin.com,2/5/2026 11:09:28,TRUE
236,20,24,admin@admin.com,2/5/2026 11:09:28,TRUE
237,21,24,admin@admin.com,2/5/2026 11:09:28,TRUE
238,22,24,admin@admin.com,2/5/2026 11:09:28,TRUE
239,18,25,admin@admin.com,2/5/2026 11:22:44,TRUE
240,19,25,admin@admin.com,2/5/2026 11:22:44,TRUE
241,21,25,admin@admin.com,2/5/2026 11:22:44,TRUE
242,22,25,admin@admin.com,2/5/2026 11:22:44,TRUE
243,18,26,admin@admin.com,2/5/2026 11:24:24,TRUE
244,19,26,admin@admin.com,2/5/2026 11:24:24,TRUE
245,21,26,admin@admin.com,2/5/2026 11:24:24,TRUE
246,22,26,admin@admin.com,2/5/2026 11:24:24,TRUE
247,18,27,admin@admin.com,2/5/2026 11:27:50,TRUE
248,19,27,admin@admin.com,2/5/2026 11:27:50,TRUE
249,21,27,admin@admin.com,2/5/2026 11:27:50,TRUE
250,22,27,admin@admin.com,2/5/2026 11:27:50,TRUE
609,3,35,admin@admin.com,2/5/2026 14:43:34,TRUE
610,9,35,admin@admin.com,2/5/2026 14:43:34,TRUE
611,15,35,admin@admin.com,2/5/2026 14:43:34,TRUE
612,33,35,admin@admin.com,2/5/2026 14:43:34,TRUE
613,34,35,admin@admin.com,2/5/2026 14:43:34,TRUE
614,47,35,admin@admin.com,2/5/2026 14:43:34,TRUE
621,3,37,admin@admin.com,2/5/2026 14:51:31,TRUE
622,9,37,admin@admin.com,2/5/2026 14:51:31,TRUE
623,15,37,admin@admin.com,2/5/2026 14:51:31,TRUE
624,33,37,admin@admin.com,2/5/2026 14:51:31,TRUE
625,34,37,admin@admin.com,2/5/2026 14:51:31,TRUE
626,47,37,admin@admin.com,2/5/2026 14:51:31,TRUE
627,3,36,admin@admin.com,2/5/2026 14:51:58,TRUE
628,9,36,admin@admin.com,2/5/2026 14:51:58,TRUE
629,15,36,admin@admin.com,2/5/2026 14:51:58,TRUE
630,33,36,admin@admin.com,2/5/2026 14:51:58,TRUE
631,34,36,admin@admin.com,2/5/2026 14:51:58,TRUE
632,47,36,admin@admin.com,2/5/2026 14:51:58,TRUE
633,3,38,admin@admin.com,2/5/2026 14:54:55,TRUE
634,9,38,admin@admin.com,2/5/2026 14:54:55,TRUE
635,15,38,admin@admin.com,2/5/2026 14:54:55,TRUE
636,33,38,admin@admin.com,2/5/2026 14:54:55,TRUE
637,34,38,admin@admin.com,2/5/2026 14:54:55,TRUE
638,47,38,admin@admin.com,2/5/2026 14:54:55,TRUE
639,3,39,admin@admin.com,2/5/2026 15:04:24,TRUE
640,9,39,admin@admin.com,2/5/2026 15:04:24,TRUE
641,15,39,admin@admin.com,2/5/2026 15:04:24,TRUE
642,33,39,admin@admin.com,2/5/2026 15:04:24,TRUE
643,34,39,admin@admin.com,2/5/2026 15:04:24,TRUE
644,47,39,admin@admin.com,2/5/2026 15:04:24,TRUE
645,3,40,admin@admin.com,2/5/2026 15:15:07,TRUE
646,9,40,admin@admin.com,2/5/2026 15:15:07,TRUE
647,15,40,admin@admin.com,2/5/2026 15:15:07,TRUE
648,33,40,admin@admin.com,2/5/2026 15:15:07,TRUE
649,34,40,admin@admin.com,2/5/2026 15:15:07,TRUE
650,47,40,admin@admin.com,2/5/2026 15:15:07,TRUE
651,3,41,admin@admin.com,2/5/2026 15:16:57,TRUE
652,9,41,admin@admin.com,2/5/2026 15:16:57,TRUE
653,15,41,admin@admin.com,2/5/2026 15:16:57,TRUE
654,33,41,admin@admin.com,2/5/2026 15:16:57,TRUE
655,34,41,admin@admin.com,2/5/2026 15:16:57,TRUE
656,47,41,admin@admin.com,2/5/2026 15:16:57,TRUE
657,3,42,admin@admin.com,2/5/2026 15:19:08,TRUE
658,9,42,admin@admin.com,2/5/2026 15:19:08,TRUE
659,15,42,admin@admin.com,2/5/2026 15:19:08,TRUE
660,33,42,admin@admin.com,2/5/2026 15:19:08,TRUE
661,34,42,admin@admin.com,2/5/2026 15:19:08,TRUE
662,47,42,admin@admin.com,2/5/2026 15:19:08,TRUE
663,3,43,admin@admin.com,2/5/2026 15:21:57,TRUE
664,9,43,admin@admin.com,2/5/2026 15:21:57,TRUE
665,15,43,admin@admin.com,2/5/2026 15:21:57,TRUE
666,33,43,admin@admin.com,2/5/2026 15:21:57,TRUE
667,34,43,admin@admin.com,2/5/2026 15:21:57,TRUE
668,47,43,admin@admin.com,2/5/2026 15:21:57,TRUE
669,50,23,admin@admin.com,2/6/2026 15:24:11,TRUE
670,51,23,admin@admin.com,2/6/2026 15:24:11,TRUE
671,52,23,admin@admin.com,2/6/2026 15:24:11,TRUE
672,53,23,admin@admin.com,2/6/2026 15:24:11,TRUE
673,54,23,admin@admin.com,2/6/2026 15:24:11,TRUE
674,55,23,admin@admin.com,2/6/2026 15:24:11,TRUE
675,56,23,admin@admin.com,2/6/2026 15:24:11,TRUE
676,57,23,admin@admin.com,2/6/2026 15:24:11,TRUE
677,58,23,admin@admin.com,2/6/2026 15:24:11,TRUE
678,59,23,admin@admin.com,2/6/2026 15:24:11,TRUE
679,60,23,admin@admin.com,2/6/2026 15:24:11,TRUE
680,61,23,admin@admin.com,2/6/2026 15:24:11,TRUE
681,62,23,admin@admin.com,2/6/2026 15:24:11,TRUE
682,63,23,admin@admin.com,2/6/2026 15:24:11,TRUE
683,64,23,admin@admin.com,2/6/2026 15:24:11,TRUE
684,65,23,admin@admin.com,2/6/2026 15:24:11,TRUE
685,66,23,admin@admin.com,2/6/2026 15:24:11,TRUE
686,67,23,admin@admin.com,2/6/2026 15:24:11,TRUE
687,68,23,admin@admin.com,2/6/2026 15:24:11,TRUE
688,69,23,admin@admin.com,2/6/2026 15:24:11,TRUE
689,70,23,admin@admin.com,2/6/2026 15:24:11,TRUE
690,71,23,admin@admin.com,2/6/2026 15:24:11,TRUE
691,74,23,admin@admin.com,2/6/2026 15:24:11,TRUE
692,75,23,admin@admin.com,2/6/2026 15:24:11,TRUE
693,76,23,admin@admin.com,2/6/2026 15:24:11,TRUE
694,77,23,admin@admin.com,2/6/2026 15:24:11,TRUE
695,78,23,admin@admin.com,2/6/2026 15:24:11,TRUE
696,79,23,admin@admin.com,2/6/2026 15:24:11,TRUE
697,81,23,admin@admin.com,2/6/2026 15:24:11,TRUE
698,82,23,admin@admin.com,2/6/2026 15:24:11,TRUE
699,83,23,admin@admin.com,2/6/2026 15:24:11,TRUE
700,84,23,admin@admin.com,2/6/2026 15:24:11,TRUE
701,85,23,admin@admin.com,2/6/2026 15:24:11,TRUE
702,86,23,admin@admin.com,2/6/2026 15:24:11,TRUE
703,87,23,admin@admin.com,2/6/2026 15:24:11,TRUE
704,89,23,admin@admin.com,2/6/2026 15:24:11,TRUE
705,90,23,admin@admin.com,2/6/2026 15:24:11,TRUE
706,91,23,admin@admin.com,2/6/2026 15:24:11,TRUE
707,92,23,admin@admin.com,2/6/2026 15:24:11,TRUE
708,93,23,admin@admin.com,2/6/2026 15:24:11,TRUE
709,95,23,admin@admin.com,2/6/2026 15:24:11,TRUE
710,96,23,admin@admin.com,2/6/2026 15:24:11,TRUE
711,97,23,admin@admin.com,2/6/2026 15:24:11,TRUE
712,98,23,admin@admin.com,2/6/2026 15:24:11,TRUE
713,99,23,admin@admin.com,2/6/2026 15:24:11,TRUE
714,103,23,admin@admin.com,2/6/2026 15:24:11,TRUE
715,105,23,admin@admin.com,2/6/2026 15:24:11,TRUE
716,106,23,admin@admin.com,2/6/2026 15:24:11,TRUE
717,108,23,admin@admin.com,2/6/2026 15:24:11,TRUE
718,109,23,admin@admin.com,2/6/2026 15:24:11,TRUE
719,111,23,admin@admin.com,2/6/2026 15:24:11,TRUE
720,113,23,admin@admin.com,2/6/2026 15:24:11,TRUE
721,115,23,admin@admin.com,2/6/2026 15:24:11,TRUE
722,118,23,admin@admin.com,2/6/2026 15:24:11,TRUE
723,120,23,admin@admin.com,2/6/2026 15:24:11,TRUE
724,121,23,admin@admin.com,2/6/2026 15:24:11,TRUE
725,124,23,admin@admin.com,2/6/2026 15:24:11,TRUE
726,125,23,admin@admin.com,2/6/2026 15:24:11,TRUE
727,127,23,admin@admin.com,2/6/2026 15:24:11,TRUE
728,128,23,admin@admin.com,2/6/2026 15:24:11,TRUE
729,129,23,admin@admin.com,2/6/2026 15:24:11,TRUE
730,134,23,admin@admin.com,2/6/2026 15:24:11,TRUE
731,140,23,admin@admin.com,2/6/2026 15:24:11,TRUE
732,142,23,admin@admin.com,2/6/2026 15:24:11,TRUE
733,143,23,admin@admin.com,2/6/2026 15:24:11,TRUE
734,147,23,admin@admin.com,2/6/2026 15:24:11,TRUE
735,148,23,admin@admin.com,2/6/2026 15:24:11,TRUE
736,149,23,admin@admin.com,2/6/2026 15:24:11,TRUE
737,150,23,admin@admin.com,2/6/2026 15:24:11,TRUE
738,151,23,admin@admin.com,2/6/2026 15:24:11,TRUE
739,152,23,admin@admin.com,2/6/2026 15:24:11,TRUE
740,155,23,admin@admin.com,2/6/2026 15:24:11,TRUE
741,156,23,admin@admin.com,2/6/2026 15:24:11,TRUE
742,157,23,admin@admin.com,2/6/2026 15:24:11,TRUE
743,158,23,admin@admin.com,2/6/2026 15:24:11,TRUE
744,159,23,admin@admin.com,2/6/2026 15:24:11,TRUE
745,160,23,admin@admin.com,2/6/2026 15:24:11,TRUE
746,163,23,admin@admin.com,2/6/2026 15:24:11,TRUE
747,164,23,admin@admin.com,2/6/2026 15:24:11,TRUE
748,165,23,admin@admin.com,2/6/2026 15:24:11,TRUE
749,166,23,admin@admin.com,2/6/2026 15:24:11,TRUE
750,167,23,admin@admin.com,2/6/2026 15:24:11,TRUE
751,168,23,admin@admin.com,2/6/2026 15:24:11,TRUE
752,169,23,admin@admin.com,2/6/2026 15:24:11,TRUE
753,170,23,admin@admin.com,2/6/2026 15:24:11,TRUE
754,173,23,admin@admin.com,2/6/2026 15:24:11,TRUE
755,18,52,admin@admin.com,2/6/2026 16:38:34,TRUE
756,19,52,admin@admin.com,2/6/2026 16:38:34,TRUE
757,20,52,admin@admin.com,2/6/2026 16:38:34,TRUE
758,21,52,admin@admin.com,2/6/2026 16:38:34,TRUE
759,22,52,admin@admin.com,2/6/2026 16:38:34,TRUE
760,18,28,admin@admin.com,2/6/2026 17:09:53,TRUE
761,19,28,admin@admin.com,2/6/2026 17:09:53,TRUE
762,21,28,admin@admin.com,2/6/2026 17:09:53,TRUE
763,22,28,admin@admin.com,2/6/2026 17:09:53,TRUE
